Filename,Class Name,Substructure,Status
subsPropene.sdf,propene-(XX)(X)(XXX),propene-(hh)(r)(rrr),UNIQUE
subsPropene.sdf,propene-(XX)(X)(XXX),propene-(rh)(r)(rrr),UNIQUE
subsPropene.sdf,propene-(XX)(X)(XXX),propene-(rr)(r)(rrr),UNIQUE
subsPropenylRadical2.sdf,propenyl-radical-(QQ)(Q)(XX),propenyl-radical-(qq)(q)(hh),Q-CLASS
subsPropenylRadical2.sdf,propenyl-radical-(QQ)(Q)(XX),propenyl-radical-(qq)(q)(rh),Q-CLASS
subsPropenylRadical2.sdf,propenyl-radical-(QQ)(Q)(XX),propenyl-radical-(qq)(q)(rr),Q-CLASS
subsPropyl.sdf,propyl-(XXX)(XX)(XXX),propyl-(hhh)(hh)(hhh),UNIQUE
subsPropyl.sdf,propyl-(XXX)(XX)(XXX),propyl-(rhh)(hh)(hhh),UNIQUE
subsPropyl.sdf,propyl-(XXX)(XX)(XXX),propyl-(rrh)(hh)(hhh),UNIQUE
subsPropyl.sdf,propyl-(XXX)(XX)(XXX),propyl-(rrr)(hh)(hhh),UNIQUE
subsPropyl.sdf,propyl-(XXX)(XX)(XXX),propyl-(hhh)(rh)(hhh),UNIQUE
subsPropyl.sdf,propyl-(XXX)(XX)(XXX),propyl-(rhh)(rh)(hhh),UNIQUE
subsPropyl.sdf,propyl-(XXX)(XX)(XXX),propyl-(rrh)(rh)(hhh),UNIQUE
subsPropyl.sdf,propyl-(XXX)(XX)(XXX),propyl-(rrr)(rh)(hhh),UNIQUE
subsPropyl.sdf,propyl-(XXX)(XX)(XXX),propyl-(hhh)(rr)(hhh),UNIQUE
subsPropyl.sdf,propyl-(XXX)(XX)(XXX),propyl-(rhh)(rr)(hhh),UNIQUE
subsPropyl.sdf,propyl-(XXX)(XX)(XXX),propyl-(rrh)(rr)(hhh),UNIQUE
subsPropyl.sdf,propyl-(XXX)(XX)(XXX),propyl-(rrr)(rr)(hhh),UNIQUE
subsPropyl.sdf,propyl-(XXX)(XX)(XXX),propyl-(rhh)(hh)(rhh),UNIQUE
subsPropyl.sdf,propyl-(XXX)(XX)(XXX),propyl-(rrh)(hh)(rhh),UNIQUE
subsPropyl.sdf,propyl-(XXX)(XX)(XXX),propyl-(rrr)(hh)(rhh),UNIQUE
subsPropyl.sdf,propyl-(XXX)(XX)(XXX),propyl-(rhh)(rh)(rhh),UNIQUE
subsPropyl.sdf,propyl-(XXX)(XX)(XXX),propyl-(rrh)(rh)(rhh),UNIQUE
subsPropyl.sdf,propyl-(XXX)(XX)(XXX),propyl-(rrr)(rh)(rhh),UNIQUE
subsPropyl.sdf,propyl-(XXX)(XX)(XXX),propyl-(rhh)(rr)(rhh),UNIQUE
subsPropyl.sdf,propyl-(XXX)(XX)(XXX),propyl-(rrh)(rr)(rhh),UNIQUE
subsPropyl.sdf,propyl-(XXX)(XX)(XXX),propyl-(rrr)(rr)(rhh),UNIQUE
subsPropyl.sdf,propyl-(XXX)(XX)(XXX),propyl-(rrh)(hh)(rrh),UNIQUE
subsPropyl.sdf,propyl-(XXX)(XX)(XXX),propyl-(rrh)(rh)(rrh),UNIQUE
subsPropyl.sdf,propyl-(XXX)(XX)(XXX),propyl-(rrh)(rr)(rrh),UNIQUE
subsPropyl.sdf,propyl-(XXX)(XX)(XXX),propyl-(rrr)(hh)(rrh),UNIQUE
subsPropyl.sdf,propyl-(XXX)(XX)(XXX),propyl-(rrr)(rh)(rrh),UNIQUE
subsPropyl.sdf,propyl-(XXX)(XX)(XXX),propyl-(rrr)(rr)(rrh),UNIQUE
subsPropyl.sdf,propyl-(XXX)(XX)(XXX),propyl-(rrr)(hh)(rrr),UNIQUE
subsPropyl.sdf,propyl-(XXX)(XX)(XXX),propyl-(rrr)(rh)(rrr),UNIQUE
subsPropyl.sdf,propyl-(XXX)(XX)(XXX),propyl-(rrr)(rr)(rrr),UNIQUE
subsPropylRadical.sdf,propyl-radical-(XX)(XX)(XXX),propyl-radical-(hh)(hh)(hhh),UNIQUE
subsPropylRadical.sdf,propyl-radical-(XX)(XX)(XXX),propyl-radical-(rh)(hh)(hhh),UNIQUE
subsPropylRadical.sdf,propyl-radical-(XX)(XX)(XXX),propyl-radical-(rr)(hh)(hhh),UNIQUE
subsPropylRadical.sdf,propyl-radical-(XX)(XX)(XXX),propyl-radical-(hh)(rh)(hhh),UNIQUE
subsPropylRadical.sdf,propyl-radical-(XX)(XX)(XXX),propyl-radical-(rh)(rh)(hhh),UNIQUE
subsPropylRadical.sdf,propyl-radical-(XX)(XX)(XXX),propyl-radical-(rr)(rh)(hhh),UNIQUE
subsPropylRadical.sdf,propyl-radical-(XX)(XX)(XXX),propyl-radical-(hh)(rr)(hhh),UNIQUE
subsPropylRadical.sdf,propyl-radical-(XX)(XX)(XXX),propyl-radical-(rh)(rr)(hhh),UNIQUE
subsPropylRadical.sdf,propyl-radical-(XX)(XX)(XXX),propyl-radical-(rr)(rr)(hhh),UNIQUE
subsPropylRadical.sdf,propyl-radical-(XX)(XX)(XXX),propyl-radical-(hh)(hh)(rhh),UNIQUE
subsPropylRadical.sdf,propyl-radical-(XX)(XX)(XXX),propyl-radical-(rh)(hh)(rhh),UNIQUE
subsPropylRadical.sdf,propyl-radical-(XX)(XX)(XXX),propyl-radical-(rr)(hh)(rhh),UNIQUE
subsPropylRadical.sdf,propyl-radical-(XX)(XX)(XXX),propyl-radical-(hh)(rh)(rhh),UNIQUE
subsPropylRadical.sdf,propyl-radical-(XX)(XX)(XXX),propyl-radical-(rh)(rh)(rhh),UNIQUE
subsPropylRadical.sdf,propyl-radical-(XX)(XX)(XXX),propyl-radical-(rr)(rh)(rhh),UNIQUE
subsPropylRadical.sdf,propyl-radical-(XX)(XX)(XXX),propyl-radical-(hh)(rr)(rhh),UNIQUE
subsPropylRadical.sdf,propyl-radical-(XX)(XX)(XXX),propyl-radical-(rh)(rr)(rhh),UNIQUE
subsPropylRadical.sdf,propyl-radical-(XX)(XX)(XXX),propyl-radical-(rr)(rr)(rhh),UNIQUE
subsPropylRadical.sdf,propyl-radical-(XX)(XX)(XXX),propyl-radical-(hh)(hh)(rrh),UNIQUE
subsPropylRadical.sdf,propyl-radical-(XX)(XX)(XXX),propyl-radical-(rh)(hh)(rrh),UNIQUE
subsPropylRadical.sdf,propyl-radical-(XX)(XX)(XXX),propyl-radical-(rr)(hh)(rrh),UNIQUE
subsPropylRadical.sdf,propyl-radical-(XX)(XX)(XXX),propyl-radical-(hh)(rh)(rrh),UNIQUE
subsPropylRadical.sdf,propyl-radical-(XX)(XX)(XXX),propyl-radical-(rh)(rh)(rrh),UNIQUE
subsPropylRadical.sdf,propyl-radical-(XX)(XX)(XXX),propyl-radical-(rr)(rh)(rrh),UNIQUE
subsPropylRadical.sdf,propyl-radical-(XX)(XX)(XXX),propyl-radical-(hh)(rr)(rrh),UNIQUE
subsPropylRadical.sdf,propyl-radical-(XX)(XX)(XXX),propyl-radical-(rh)(rr)(rrh),UNIQUE
subsPropylRadical.sdf,propyl-radical-(XX)(XX)(XXX),propyl-radical-(rr)(rr)(rrh),UNIQUE
subsPropylRadical.sdf,propyl-radical-(XX)(XX)(XXX),propyl-radical-(hh)(hh)(rrr),UNIQUE
subsPropylRadical.sdf,propyl-radical-(XX)(XX)(XXX),propyl-radical-(rh)(hh)(rrr),UNIQUE
subsPropylRadical.sdf,propyl-radical-(XX)(XX)(XXX),propyl-radical-(rr)(hh)(rrr),UNIQUE
subsPropylRadical.sdf,propyl-radical-(XX)(XX)(XXX),propyl-radical-(hh)(rh)(rrr),UNIQUE
subsPropylRadical.sdf,propyl-radical-(XX)(XX)(XXX),propyl-radical-(rh)(rh)(rrr),UNIQUE
subsPropylRadical.sdf,propyl-radical-(XX)(XX)(XXX),propyl-radical-(rr)(rh)(rrr),UNIQUE
subsPropylRadical.sdf,propyl-radical-(XX)(XX)(XXX),propyl-radical-(hh)(rr)(rrr),UNIQUE
subsPropylRadical.sdf,propyl-radical-(XX)(XX)(XXX),propyl-radical-(rh)(rr)(rrr),UNIQUE
subsPropylRadical.sdf,propyl-radical-(XX)(XX)(XXX),propyl-radical-(rr)(rr)(rrr),UNIQUE
subsPropyne.sdf,propyne-(X)(XXX),propyne-(h)(hhh),UNIQUE
subsPropyne.sdf,propyne-(X)(XXX),propyne-(h)(rhh),UNIQUE
subsPropyne.sdf,propyne-(X)(XXX),propyne-(h)(rrh),UNIQUE
subsPropyne.sdf,propyne-(X)(XXX),propyne-(h)(rrr),UNIQUE
subsPropyne.sdf,propyne-(X)(XXX),propyne-(r)(hhh),UNIQUE
subsPropyne.sdf,propyne-(X)(XXX),propyne-(r)(rhh),UNIQUE
subsPropyne.sdf,propyne-(X)(XXX),propyne-(r)(rrh),UNIQUE
subsPropyne.sdf,propyne-(X)(XXX),propyne-(r)(rrr),UNIQUE
subsPropyne.sdf,propyne-(XX)(XX),propyne-(hh)(hh),UNIQUE
subsPropyne.sdf,propyne-(XX)(XX),propyne-(rh)(hh),UNIQUE
subsPropyne.sdf,propyne-(XX)(XX),propyne-(rr)(hh),UNIQUE
subsPropyne.sdf,propyne-(XX)(XX),propyne-(rh)(rh),UNIQUE
subsPropyne.sdf,propyne-(XX)(XX),propyne-(rr)(rh),UNIQUE
subsPropyne.sdf,propyne-(XX)(XX),propyne-(rr)(rr),UNIQUE
subsAldKetone.sdf,r-.cooh-r,r-.cooh-r,UNIQUE
subsAlkene3.sdf,rcoc(Q)c(QQ),rcoc(q)c(qq),Q-CLASS
subsCarbon.sdf,secondary-carbon-hydrogen-bond,secondary-carbon-hydrogen-bond,UNIQUE
subsCarbon.sdf,secondary-carbon-radical,secondary-carbon-radical,UNIQUE
subsCarbon.sdf,tertiary-carbon-hydrogen-bond,tertiary-carbon-hydrogen-bond,UNIQUE
subsCarbon.sdf,tertiary-carbon-radical,tertiary-carbon-radical,UNIQUE
subsMolecules.sdf,water,water,UNIQUE
